item_id,label,pred,confidence,correct,store_id,seller_id
3826,6,6,0.9972723,1,0,6
20293,6,6,0.99730325,1,0,6
16314,6,6,0.99729997,1,0,6
17653,6,6,0.99568605,1,0,6
9513,6,6,0.99747026,1,0,6
10380,6,6,0.9974892,1,0,6
14163,6,6,0.9948396,1,0,6
17213,1,1,0.9947049,1,0,6
444,9,9,0.9876236,1,0,7
6456,9,9,0.97075325,1,0,7
18662,9,9,0.99310726,1,0,7
5528,9,0,0.71166486,0,0,7
17989,9,4,0.8404461,0,0,7
10277,9,9,0.989912,1,0,7
5184,9,2,0.81261826,0,0,7
7502,9,9,0.9888227,1,0,7
11809,9,9,0.9920426,1,0,7
17392,9,9,0.9926912,1,0,7
13623,9,9,0.9575029,1,0,7
20701,9,9,0.9911528,1,0,7
19475,9,9,0.98886067,1,0,7
17158,9,9,0.97897387,1,0,7
13531,9,9,0.9870352,1,0,7
6486,9,9,0.99012756,1,0,7
9232,9,9,0.9889932,1,0,7
2476,9,9,0.9911971,1,0,7
8304,9,9,0.9898464,1,0,7
19054,5,5,0.9936771,1,0,7
1665,2,2,0.99345833,1,0,7
10404,2,2,0.5118812,1,0,7
12972,2,3,0.54671335,0,0,7
7828,8,8,0.9945893,1,0,7
3151,8,8,0.98843026,1,0,7
4278,8,8,0.9920574,1,0,7
18269,10,10,0.9943679,1,0,7
7084,0,10,0.6096752,0,0,7
6889,0,0,0.99156356,1,0,7
20432,0,0,0.9414293,1,0,7
13469,3,3,0.8580537,1,0,8
3870,3,3,0.643413,1,0,8
3664,3,3,0.6499763,1,0,8
6493,3,3,0.97578305,1,0,8
13085,3,5,0.6558742,0,0,8
3627,3,3,0.60236996,1,0,8
10410,3,3,0.9104577,1,0,8
2690,3,3,0.9769329,1,0,8
12348,3,8,0.73930174,0,0,8
488,3,3,0.8591594,1,0,8
15708,3,2,0.38618925,0,0,8
1194,3,3,0.95634776,1,0,8
4446,3,0,0.6022733,0,0,8
4054,3,3,0.9644037,1,0,8
18400,3,3,0.9498028,1,0,8
1178,3,3,0.9365503,1,0,8
9801,3,10,0.68440807,0,0,8
13316,3,3,0.94957733,1,0,8
11835,3,3,0.9761698,1,0,8
15285,3,3,0.9768157,1,0,8
17775,3,3,0.7842222,1,0,8
8922,3,0,0.96717584,0,0,8
18362,3,2,0.81006783,0,0,8
7207,3,3,0.9090581,1,0,8
21746,3,0,0.48522764,0,0,8
11557,3,0,0.97952056,0,0,8
16364,3,2,0.97336924,0,0,8
19336,3,3,0.9688817,1,0,8
17540,3,3,0.9155714,1,0,8
11824,4,4,0.9919674,1,0,8
2161,5,5,0.9968972,1,0,9
2237,5,5,0.9846401,1,0,9
1040,5,5,0.99648595,1,0,9
8705,5,5,0.995572,1,0,9
20140,5,5,0.99295104,1,0,9
14888,5,10,0.9064309,0,0,9
2110,5,5,0.99619836,1,0,9
18085,5,5,0.99689627,1,0,9
18261,5,5,0.99686146,1,0,9
17372,5,5,0.9969003,1,0,9
19660,5,5,0.99665797,1,0,9
5110,5,5,0.9963044,1,0,9
21600,5,5,0.9946457,1,0,9
7063,5,5,0.99677426,1,0,9
17374,5,5,0.9898872,1,0,9
12509,5,5,0.9966911,1,0,9
16881,5,5,0.9948113,1,0,9
13534,5,5,0.99500614,1,0,9
13848,5,5,0.9955031,1,0,9
13266,5,5,0.9945405,1,0,9
16878,5,5,0.9940812,1,0,9
15986,5,5,0.9932642,1,0,9
2961,5,5,0.9968887,1,0,9
17862,5,5,0.99678636,1,0,9
11589,5,5,0.99685466,1,0,9
7097,5,5,0.9957812,1,0,9
11151,5,5,0.9962393,1,0,9
21283,5,5,0.9938391,1,0,9
2901,6,6,0.924075,1,0,9
11202,9,9,0.9870323,1,0,9
9111,4,4,0.97346014,1,0,10
7997,4,4,0.98434377,1,0,10
3844,4,4,0.9918406,1,0,10
14515,4,4,0.9933711,1,0,10
5083,4,4,0.9822858,1,0,10
6261,4,4,0.99020875,1,0,10
17109,4,4,0.97229326,1,0,10
20889,4,4,0.98431826,1,0,10
14055,4,4,0.9887921,1,0,10
20193,4,4,0.99054354,1,0,10
18626,4,4,0.76857924,1,0,10
9964,4,8,0.7625356,0,0,10
16604,4,4,0.9850139,1,0,10
6840,4,9,0.9679248,0,0,10
9541,4,4,0.98365444,1,0,10
11013,4,4,0.9888676,1,0,10
21042,4,4,0.9918784,1,0,10
18499,4,4,0.7908091,1,0,10
10112,4,4,0.9915656,1,0,10
13611,4,4,0.99079317,1,0,10
4197,4,4,0.98815805,1,0,10
17389,4,4,0.9887515,1,0,10
13276,7,7,0.81224614,1,0,10
15201,7,7,0.99266547,1,0,10
11265,7,10,0.9920438,0,0,10
19105,10,3,0.9762946,0,0,10
20390,10,10,0.9957308,1,0,10
2902,5,5,0.9613462,1,0,10
20903,5,5,0.7656378,1,0,10
13230,5,5,0.9948665,1,0,10
1994,0,0,0.9870095,1,0,11
12990,0,0,0.97266984,1,0,11
1752,0,10,0.45423818,0,0,11
11598,0,0,0.9826088,1,0,11
20698,0,0,0.87668985,1,0,11
16170,0,0,0.9752408,1,0,11
2968,0,0,0.54476637,1,0,11
21226,0,0,0.99132967,1,0,11
21206,0,0,0.95979774,1,0,11
3729,0,0,0.97758013,1,0,11
17855,0,0,0.9872399,1,0,11
8992,0,0,0.9691602,1,0,11
13251,0,0,0.97767454,1,0,11
9990,0,0,0.99334747,1,0,11
17491,0,10,0.9515995,0,0,11
21916,0,0,0.8867572,1,0,11
17744,0,0,0.98632497,1,0,11
20595,0,0,0.9760701,1,0,11
20899,0,0,0.98305273,1,0,11
1893,0,3,0.74838805,0,0,11
5634,0,3,0.68988717,0,0,11
16136,0,0,0.9214338,1,0,11
13177,0,2,0.8168594,0,0,11
1130,0,0,0.90389615,1,0,11
1994,0,0,0.9870095,1,0,11
11576,0,0,0.93298674,1,0,11
13779,0,0,0.9920007,1,0,11
3166,2,2,0.9910945,1,0,11
12276,2,2,0.9619234,1,0,11
152,2,9,0.9361969,0,0,11
15024,10,10,0.9959972,1,0,12
11846,10,10,0.99563736,1,0,12
16036,10,10,0.9946286,1,0,12
16814,10,10,0.9959831,1,0,12
20426,10,10,0.9961653,1,0,12
17651,10,10,0.9909037,1,0,12
11723,10,10,0.9965731,1,0,12
11150,10,10,0.994722,1,0,12
5068,10,10,0.99595153,1,0,12
13406,10,10,0.9907769,1,0,12
2867,10,10,0.9932852,1,0,12
20651,10,10,0.9955124,1,0,12
18792,10,10,0.9959189,1,0,12
2461,10,10,0.996372,1,0,12
17311,10,10,0.99573517,1,0,12
2421,10,10,0.8388258,1,0,12
15927,10,10,0.9889475,1,0,12
1851,10,10,0.9931571,1,0,12
11084,10,10,0.99512106,1,0,12
14606,10,10,0.97991335,1,0,12
16067,10,10,0.9962748,1,0,12
9281,10,10,0.99660814,1,0,12
20441,10,10,0.9837875,1,0,12
17090,10,10,0.9954165,1,0,12
17965,7,7,0.9885528,1,0,12
16819,7,7,0.9056109,1,0,12
14052,7,7,0.9372297,1,0,12
6039,7,7,0.9897372,1,0,12
17465,7,8,0.58731043,0,0,12
8006,6,6,0.996965,1,0,12
6949,5,5,0.99678695,1,0,13
21104,5,5,0.9931257,1,0,13
3282,5,5,0.9967824,1,0,13
1711,5,5,0.9965063,1,0,13
20473,5,5,0.9952199,1,0,13
11981,5,5,0.99680245,1,0,13
9446,5,5,0.9970181,1,0,13
15961,5,5,0.9960717,1,0,13
8255,5,5,0.9967527,1,0,13
2785,5,5,0.9959643,1,0,13
15785,5,5,0.9892791,1,0,13
3785,5,5,0.9835042,1,0,13
11948,5,5,0.9958554,1,0,13
20817,5,5,0.9923133,1,0,13
20473,5,5,0.9952199,1,0,13
7694,5,5,0.99657625,1,0,13
16894,5,5,0.96874803,1,0,13
13178,5,5,0.99673456,1,0,13
10279,5,5,0.995812,1,0,13
3113,5,5,0.9961862,1,0,13
15865,10,10,0.9847066,1,0,13
9405,10,10,0.9792389,1,0,13
2437,10,10,0.99284595,1,0,13
5941,10,10,0.99282867,1,0,13
18912,10,10,0.99620324,1,0,13
19421,10,10,0.9935347,1,0,13
14206,10,10,0.996554,1,0,13
2506,10,9,0.933114,0,0,13
2547,6,6,0.99643826,1,0,13
10599,6,6,0.996938,1,0,13
12210,7,7,0.9901882,1,0,14
219,7,7,0.9862927,1,0,14
2298,7,9,0.9852507,0,0,14
10108,7,7,0.98656553,1,0,14
15900,7,9,0.982065,0,0,14
18106,7,3,0.45723733,0,0,14
9612,7,7,0.9917762,1,0,14
6513,7,4,0.96168256,0,0,14
21254,7,0,0.92498237,0,0,14
10310,7,10,0.6512678,0,0,14
7032,7,0,0.6778133,0,0,14
9848,7,7,0.9940877,1,0,14
219,7,7,0.9862927,1,0,14
6728,7,2,0.9876903,0,0,14
11500,7,7,0.5684601,1,0,14
20076,7,7,0.9807531,1,0,14
16290,7,7,0.9938647,1,0,14
17168,7,7,0.9215846,1,0,14
12222,7,7,0.99208015,1,0,14
2556,7,10,0.67627895,0,0,14
8639,7,4,0.69124424,0,0,14
21948,7,0,0.8434283,0,0,14
995,7,9,0.8664753,0,0,14
19261,7,7,0.99293727,1,0,14
15063,7,9,0.9336004,0,0,14
6269,7,7,0.99190533,1,0,14
19346,9,9,0.9752846,1,0,14
573,5,5,0.9928048,1,0,14
5276,5,5,0.992994,1,0,14
5148,5,5,0.94503915,1,0,14
3085,8,8,0.98735493,1,0,15
17816,8,8,0.99287236,1,0,15
4396,8,8,0.99500763,1,0,15
345,8,8,0.9881407,1,0,15
19921,8,8,0.9933223,1,0,15
6407,8,7,0.8865353,0,0,15
14507,8,8,0.9570127,1,0,15
19841,8,8,0.6326616,1,0,15
875,8,7,0.97736186,0,0,15
148,8,8,0.96642494,1,0,15
148,8,8,0.96642494,1,0,15
3396,8,8,0.98823243,1,0,15
1228,8,8,0.9918433,1,0,15
18044,8,8,0.99423176,1,0,15
13421,8,8,0.9933688,1,0,15
21422,8,8,0.99274254,1,0,15
17637,8,8,0.99413234,1,0,15
21013,8,8,0.98703206,1,0,15
5205,8,8,0.7357143,1,0,15
6397,8,8,0.9951434,1,0,15
18630,8,8,0.9947707,1,0,15
5312,8,8,0.9349326,1,0,15
1371,8,6,0.51430404,0,0,15
14774,8,8,0.9734195,1,0,15
17630,8,8,0.9826286,1,0,15
21162,8,8,0.98372155,1,0,15
20263,8,8,0.99023473,1,0,15
18532,7,7,0.98820835,1,0,15
15233,7,7,0.99044317,1,0,15
18014,7,5,0.9886728,0,0,15
10045,9,9,0.98305994,1,0,16
4424,9,9,0.9891262,1,0,16
2383,9,9,0.98615843,1,0,16
2591,9,9,0.96218157,1,0,16
15928,9,9,0.99250436,1,0,16
11199,9,2,0.77212733,0,0,16
12029,9,9,0.80741,1,0,16
17012,9,9,0.9613401,1,0,16
12194,9,2,0.91531026,0,0,16
14290,9,9,0.990965,1,0,16
1777,9,9,0.978574,1,0,16
19107,9,9,0.9851715,1,0,16
9924,9,9,0.9812246,1,0,16
3266,9,9,0.94754934,1,0,16
18352,9,9,0.9747003,1,0,16
16798,9,9,0.95010227,1,0,16
1057,9,9,0.8146167,1,0,16
4202,9,9,0.9888564,1,0,16
2528,2,2,0.9090172,1,0,16
15415,2,2,0.7266145,1,0,16
11269,2,2,0.6536114,1,0,16
21553,2,10,0.86057305,0,0,16
16347,2,2,0.98921585,1,0,16
13279,2,2,0.99279964,1,0,16
11017,2,2,0.99403954,1,0,16
1355,2,2,0.99419504,1,0,16
1734,2,2,0.99412256,1,0,16
13418,2,2,0.9920791,1,0,16
61,2,2,0.7485538,1,0,16
1060,2,2,0.9936864,1,0,16
19381,4,9,0.9844089,0,0,17
8670,4,4,0.991966,1,0,17
3599,4,4,0.9803572,1,0,17
7858,4,4,0.98891944,1,0,17
2007,4,4,0.99000156,1,0,17
16604,4,4,0.9850139,1,0,17
3857,4,4,0.85270905,1,0,17
7974,4,4,0.98132163,1,0,17
21492,4,4,0.99233043,1,0,17
12268,4,4,0.9924299,1,0,17
9509,4,4,0.97871643,1,0,17
11197,4,4,0.79098946,1,0,17
16946,4,8,0.9725012,0,0,17
5407,4,4,0.99182254,1,0,17
13286,4,4,0.9778966,1,0,17
19093,4,4,0.993026,1,0,17
11859,4,3,0.6406829,0,0,17
9317,4,4,0.99021894,1,0,17
3160,4,3,0.96121454,0,0,17
5314,4,4,0.9646207,1,0,17
20856,4,1,0.64237934,0,0,17
11178,4,4,0.99344,1,0,17
6339,4,4,0.97131056,1,0,17
8804,4,3,0.77969843,0,0,17
11962,4,4,0.96708983,1,0,17
11051,4,4,0.9908099,1,0,17
14828,4,7,0.8717962,0,0,17
10239,6,6,0.99674916,1,0,17
11073,5,5,0.99482214,1,0,17
14895,5,5,0.9969727,1,0,17
2841,8,8,0.99264777,1,0,18
2599,8,8,0.98858637,1,0,18
21269,8,8,0.99433196,1,0,18
2912,8,8,0.99022347,1,0,18
20590,8,8,0.9764361,1,0,18
6210,8,8,0.93427294,1,0,18
2059,8,8,0.9794423,1,0,18
6741,8,8,0.98680186,1,0,18
13567,8,8,0.8352149,1,0,18
9469,8,8,0.9457572,1,0,18
17302,8,8,0.98890495,1,0,18
13491,8,8,0.9874205,1,0,18
8790,8,8,0.99202543,1,0,18
13907,8,4,0.6226267,0,0,18
21217,8,9,0.6687968,0,0,18
9101,8,8,0.903517,1,0,18
3309,8,8,0.99326795,1,0,18
8955,8,8,0.6307598,1,0,18
18463,8,8,0.9748139,1,0,18
4823,8,8,0.9928019,1,0,18
20661,8,8,0.9896235,1,0,18
12957,8,8,0.9909808,1,0,18
13333,8,8,0.9906944,1,0,18
7058,8,8,0.9399055,1,0,18
13840,3,3,0.9693003,1,0,18
6862,2,9,0.89475363,0,0,18
5493,2,2,0.9942887,1,0,18
16986,4,7,0.9685227,0,0,18
7566,10,10,0.90033805,1,0,18
12241,0,0,0.9932254,1,0,18
9333,2,2,0.9843254,1,0,19
11388,2,2,0.9944108,1,0,19
7838,2,2,0.9933606,1,0,19
21202,2,2,0.9879935,1,0,19
11090,2,6,0.5584179,0,0,19
17797,2,2,0.9928826,1,0,19
16039,2,2,0.9948376,1,0,19
12154,2,2,0.9940578,1,0,19
19615,2,2,0.988567,1,0,19
3129,2,2,0.99424595,1,0,19
20309,2,2,0.9540368,1,0,19
18764,2,2,0.9940899,1,0,19
10883,2,2,0.9928617,1,0,19
15944,2,2,0.55714613,1,0,19
11223,2,2,0.7457654,1,0,19
5996,2,2,0.9939387,1,0,19
17610,2,2,0.99286556,1,0,19
5493,2,2,0.9942887,1,0,19
6850,2,2,0.9917086,1,0,19
11211,2,2,0.99452716,1,0,19
18455,2,4,0.9332211,0,0,19
8318,2,2,0.9917464,1,0,19
10763,2,2,0.9681054,1,0,19
1052,2,9,0.8548485,0,0,19
2846,2,2,0.9287404,1,0,19
1373,2,2,0.99501204,1,0,19
18934,9,9,0.85922897,1,0,19
18543,9,9,0.9892319,1,0,19
1129,9,9,0.9794256,1,0,19
1556,9,9,0.99235076,1,0,19
10079,4,4,0.99236876,1,0,20
3599,4,4,0.9803572,1,0,20
15479,4,4,0.9929096,1,0,20
6584,4,4,0.37515748,1,0,20
1522,4,4,0.9909616,1,0,20
15808,4,4,0.9930843,1,0,20
19829,4,8,0.92252356,0,0,20
427,4,4,0.9598765,1,0,20
9169,4,4,0.9899142,1,0,20
17943,4,4,0.98869985,1,0,20
14944,4,4,0.9923034,1,0,20
18691,4,4,0.69347423,1,0,20
8759,4,4,0.99031025,1,0,20
7863,4,4,0.99358106,1,0,20
14989,4,4,0.9904659,1,0,20
3340,4,0,0.91383284,0,0,20
5166,4,3,0.9362082,0,0,20
12529,4,4,0.83552706,1,0,20
14015,4,4,0.9842858,1,0,20
2704,4,4,0.9003972,1,0,20
10440,4,4,0.9290094,1,0,20
7714,4,4,0.9842392,1,0,20
3125,8,8,0.98947376,1,0,20
15548,8,8,0.99083227,1,0,20
16613,10,10,0.99559927,1,0,20
8646,10,10,0.98605275,1,0,20
20530,10,10,0.99564725,1,0,20
14322,10,10,0.9950246,1,0,20
7482,0,3,0.55257756,0,0,20
284,0,0,0.8934951,1,0,20
4615,1,1,0.9954596,1,0,21
10332,1,1,0.99168944,1,0,21
3692,1,1,0.9782971,1,0,21
15424,1,1,0.9906883,1,0,21
3717,1,1,0.9905053,1,0,21
9321,1,1,0.99004656,1,0,21
18316,1,1,0.9866801,1,0,21
20289,1,1,0.99453664,1,0,21
21752,1,1,0.9948383,1,0,21
21071,1,1,0.9923735,1,0,21
12186,1,1,0.99459815,1,0,21
4468,1,1,0.99248475,1,0,21
18412,1,1,0.9811477,1,0,21
17547,1,1,0.96644205,1,0,21
21757,1,1,0.9874249,1,0,21
14170,1,1,0.9916107,1,0,21
3209,1,1,0.98685455,1,0,21
11060,1,1,0.9924252,1,0,21
9935,1,1,0.9940779,1,0,21
18516,1,1,0.9926438,1,0,21
8799,1,1,0.9935189,1,0,21
7181,1,1,0.9928843,1,0,21
1771,1,1,0.99483633,1,0,21
18283,1,1,0.9926017,1,0,21
3787,4,4,0.9877325,1,0,21
4010,4,4,0.82551205,1,0,21
6139,4,4,0.79956025,1,0,21
4295,0,0,0.9886536,1,0,21
11118,10,10,0.9945857,1,0,21
21936,10,9,0.94786704,0,0,21
268,6,6,0.997299,1,0,22
1763,6,6,0.996974,1,0,22
5934,6,6,0.99004793,1,0,22
5351,6,6,0.99746025,1,0,22
18250,6,6,0.9971692,1,0,22
18384,6,2,0.9545531,0,0,22
18610,6,1,0.9626978,0,0,22
14198,6,6,0.9973846,1,0,22
12300,6,6,0.39243844,1,0,22
14429,6,6,0.99569345,1,0,22
9006,6,6,0.99717253,1,0,22
14947,6,6,0.99740607,1,0,22
17334,6,6,0.9971789,1,0,22
16741,6,6,0.9919031,1,0,22
13594,6,6,0.99714124,1,0,22
1215,6,6,0.99733305,1,0,22
16143,6,6,0.97402793,1,0,22
8074,6,6,0.997417,1,0,22
16368,6,6,0.9936336,1,0,22
11858,6,6,0.997378,1,0,22
19151,6,6,0.99734396,1,0,22
7450,6,0,0.56873196,0,0,22
20287,6,6,0.99513644,1,0,22
18397,6,6,0.9970994,1,0,22
7825,4,9,0.44186178,0,0,22
10384,4,4,0.9105457,1,0,22
9046,4,4,0.9323309,1,0,22
20052,4,4,0.9351246,1,0,22
6667,5,5,0.99620605,1,0,22
12668,5,5,0.9968298,1,0,22
18772,3,3,0.95937634,1,0,23
13207,3,3,0.9750215,1,0,23
11463,3,3,0.96242136,1,0,23
18717,3,7,0.4488361,0,0,23
12107,3,0,0.93751293,0,0,23
11874,3,3,0.90852654,1,0,23
2441,3,3,0.9047195,1,0,23
492,3,3,0.9778969,1,0,23
9087,3,3,0.9066911,1,0,23
21976,3,3,0.9804915,1,0,23
20376,3,3,0.822205,1,0,23
14122,3,7,0.27259722,0,0,23
14168,3,3,0.94480395,1,0,23
8880,3,3,0.8444844,1,0,23
4131,3,3,0.5771204,1,0,23
233,3,3,0.9262871,1,0,23
7702,3,10,0.74050516,0,0,23
7174,3,4,0.51219976,0,0,23
4399,3,3,0.982499,1,0,23
5833,3,4,0.6546423,0,0,23
517,3,7,0.74562967,0,0,23
13702,3,3,0.9364232,1,0,23
5857,4,10,0.78340805,0,0,23
19238,4,4,0.9822152,1,0,23
10457,2,2,0.99258375,1,0,23
21645,2,2,0.9931665,1,0,23
16484,5,5,0.99679095,1,0,23
14002,5,5,0.9923459,1,0,23
19670,5,5,0.99590945,1,0,23
11256,1,1,0.99406815,1,0,23
13542,1,1,0.99248815,1,0,24
17128,1,1,0.99505335,1,0,24
10197,1,1,0.9915965,1,0,24
19096,1,1,0.99399924,1,0,24
1647,1,1,0.8692125,1,0,24
2516,1,6,0.9958657,0,0,24
11129,1,1,0.99315554,1,0,24
15936,1,1,0.99492395,1,0,24
17691,1,1,0.9928889,1,0,24
9768,1,1,0.9874693,1,0,24
14119,1,1,0.9893054,1,0,24
12114,1,6,0.3217765,0,0,24
21152,1,1,0.98702234,1,0,24
14247,1,2,0.9799407,0,0,24
9320,1,1,0.9957943,1,0,24
21288,1,1,0.99131596,1,0,24
2370,1,1,0.99446714,1,0,24
