seller_id,regime,n_stores,n_items_target,n_items_actual,method,eta,tilt,gt_segment,seller_accuracy
67,focused,1,100,100,A_real,0.0,easy,6,0.92
68,focused,1,100,100,A_real,0.0,neutral,4,0.85
69,focused,1,100,100,A_real,0.0,hard,7,0.85
70,focused,1,100,100,A_real,0.0,easy,1,0.96
71,focused,1,100,100,A_real,0.0,neutral,9,0.91
72,focused,1,100,100,A_real,0.0,hard,9,0.82
73,focused,1,100,100,A_real,0.0,easy,6,0.87
74,focused,1,100,100,A_real,0.0,neutral,10,0.95
75,focused,1,100,100,A_real,0.0,hard,0,0.88
76,focused,1,100,100,A_real,0.0,easy,10,0.9
77,focused,1,100,100,A_real,0.0,neutral,5,0.96
78,focused,1,100,100,A_real,0.0,hard,0,0.8
79,focused,1,100,100,A_real,0.0,easy,2,0.91
80,focused,1,300,300,A_real,0.0,easy,2,0.9233333333333333
81,focused,1,300,300,A_real,0.0,neutral,1,0.9633333333333334
82,focused,1,300,300,A_real,0.0,hard,0,0.84
83,focused,1,300,300,A_real,0.0,easy,2,0.8633333333333333
84,focused,1,300,300,A_real,0.0,neutral,3,0.7033333333333334
85,focused,1,300,300,A_real,0.0,hard,0,0.8233333333333334
86,focused,1,300,300,A_real,0.0,easy,8,0.9166666666666666
87,focused,1,300,300,A_real,0.0,neutral,3,0.7866666666666666
88,focused,1,300,300,A_real,0.0,hard,7,0.8366666666666667
89,focused,1,300,300,A_real,0.0,easy,6,0.88
90,focused,1,300,300,A_real,0.0,neutral,10,0.9566666666666667
91,focused,1,300,300,A_real,0.0,hard,0,0.8266666666666667
92,focused,1,300,300,A_real,0.0,easy,8,0.8933333333333333
93,focused,1,300,300,A_real,0.0,neutral,0,0.8266666666666667
94,focused,1,300,300,A_real,0.0,hard,3,0.7333333333333333
95,focused,1,300,300,A_real,0.0,easy,1,0.95
96,focused,1,300,300,A_real,0.0,neutral,8,0.9333333333333333
97,focused,1,300,300,A_real,0.0,hard,9,0.8966666666666666
98,focused,1,300,300,A_real,0.0,easy,8,0.8833333333333333
99,focused,1,300,300,A_real,0.0,neutral,6,0.9333333333333333
100,focused,1,300,300,A_real,0.0,hard,0,0.82
101,focused,1,300,300,A_real,0.0,easy,1,0.9466666666666667
102,focused,1,300,300,A_real,0.0,neutral,1,0.9366666666666666
103,focused,1,300,300,A_real,0.0,hard,7,0.8333333333333334
104,focused,1,300,300,A_real,0.0,easy,6,0.88
105,focused,1,300,300,A_real,0.0,neutral,0,0.8366666666666667
106,focused,1,300,300,A_real,0.0,hard,0,0.8433333333333334
107,focused,1,300,300,A_real,0.0,easy,2,0.8666666666666667
108,focused,1,300,300,A_real,0.0,neutral,10,0.9266666666666666
109,focused,1,300,300,A_real,0.0,hard,9,0.8533333333333334
110,focused,1,300,300,A_real,0.0,easy,5,0.9266666666666666
111,focused,1,300,300,A_real,0.0,neutral,6,0.8966666666666666
112,focused,1,300,300,A_real,0.0,hard,9,0.8966666666666666
113,focused,1,300,300,A_real,0.0,easy,10,0.9466666666666667
114,focused,1,300,300,A_real,0.0,neutral,6,0.92
115,focused,1,300,300,A_real,0.0,hard,0,0.83
116,focused,1,300,300,A_real,0.0,easy,8,0.8766666666666667
117,focused,1,300,300,A_real,0.0,neutral,9,0.8433333333333334
118,focused,1,300,300,A_real,0.0,hard,0,0.8633333333333333
119,focused,1,300,300,A_real,0.0,easy,10,0.92
120,focused,2,30,30,A_real,0.0,easy,2,0.9333333333333333
121,focused,2,30,30,A_real,0.0,neutral,3,0.7666666666666667
122,focused,2,30,30,A_real,0.0,hard,9,0.8666666666666667
123,focused,2,30,30,A_real,0.0,easy,2,0.8666666666666667
124,focused,2,30,30,A_real,0.0,neutral,1,0.8666666666666667
125,focused,2,30,30,A_real,0.0,hard,3,0.7666666666666667
126,focused,2,30,30,A_real,0.0,easy,5,0.9333333333333333
127,focused,2,30,30,A_real,0.0,neutral,6,0.9
128,focused,2,30,30,A_real,0.0,hard,3,0.8
129,focused,2,30,30,A_real,0.0,easy,6,0.8666666666666667
130,focused,2,30,30,A_real,0.0,neutral,7,0.9
131,focused,2,30,30,A_real,0.0,hard,3,0.6333333333333333
132,focused,2,30,30,A_real,0.0,easy,2,0.9333333333333333
133,focused,2,30,30,A_real,0.0,neutral,7,0.9
134,focused,2,30,30,A_real,0.0,hard,7,0.9333333333333333
135,focused,2,30,30,A_real,0.0,easy,10,0.9666666666666667
136,focused,2,30,30,A_real,0.0,neutral,9,0.8
137,focused,2,30,30,A_real,0.0,hard,3,0.7
138,focused,2,30,30,A_real,0.0,easy,8,0.9333333333333333
139,focused,2,30,30,A_real,0.0,neutral,0,0.8666666666666667
140,focused,2,30,30,A_real,0.0,hard,4,0.8
141,focused,2,30,30,A_real,0.0,easy,5,0.9
142,focused,2,30,30,A_real,0.0,neutral,8,0.9
143,focused,2,30,30,A_real,0.0,hard,7,0.9333333333333333
144,focused,2,30,30,A_real,0.0,easy,5,0.9666666666666667
145,focused,2,30,30,A_real,0.0,neutral,5,0.9666666666666667
146,focused,2,30,30,A_real,0.0,hard,4,0.9
147,focused,2,30,30,A_real,0.0,easy,10,0.8333333333333334
148,focused,2,30,30,A_real,0.0,neutral,7,0.8333333333333334
149,focused,2,30,30,A_real,0.0,hard,0,0.7666666666666667
150,focused,2,30,30,A_real,0.0,easy,5,0.9666666666666667
151,focused,2,30,30,A_real,0.0,neutral,2,0.7666666666666667
152,focused,2,30,30,A_real,0.0,hard,7,0.6666666666666666
153,focused,2,30,30,A_real,0.0,easy,1,0.9333333333333333
154,focused,2,30,30,A_real,0.0,neutral,9,0.8
155,focused,2,30,30,A_real,0.0,hard,3,0.8666666666666667
156,focused,2,30,30,A_real,0.0,easy,6,0.9333333333333333
157,focused,2,30,30,A_real,0.0,neutral,0,0.8333333333333334
158,focused,2,30,30,A_real,0.0,hard,4,0.9
159,focused,2,30,30,A_real,0.0,easy,1,0.8666666666666667
160,focused,2,100,100,A_real,0.0,easy,5,0.91
161,focused,2,100,100,A_real,0.0,neutral,1,0.93
162,focused,2,100,100,A_real,0.0,hard,7,0.85
163,focused,2,100,100,A_real,0.0,easy,8,0.88
164,focused,2,100,100,A_real,0.0,neutral,10,0.95
165,focused,2,100,100,A_real,0.0,hard,7,0.81
166,focused,2,100,100,A_real,0.0,easy,1,0.92
167,focused,2,100,100,A_real,0.0,neutral,4,0.82
168,focused,2,100,100,A_real,0.0,hard,0,0.91
169,focused,2,100,100,A_real,0.0,easy,6,0.94
170,focused,2,100,100,A_real,0.0,neutral,4,0.82
171,focused,2,100,100,A_real,0.0,hard,9,0.87
172,focused,2,100,100,A_real,0.0,easy,5,0.95
173,focused,2,100,100,A_real,0.0,neutral,9,0.9
174,focused,2,100,100,A_real,0.0,hard,0,0.86
175,focused,2,100,100,A_real,0.0,easy,1,0.94
176,focused,2,100,100,A_real,0.0,neutral,6,0.88
177,focused,2,100,100,A_real,0.0,hard,3,0.81
178,focused,2,100,100,A_real,0.0,easy,6,0.85
179,focused,2,100,100,A_real,0.0,neutral,1,0.93
180,focused,2,100,100,A_real,0.0,hard,9,0.89
181,focused,2,100,100,A_real,0.0,easy,6,0.87
182,focused,2,100,100,A_real,0.0,neutral,8,0.96
183,focused,2,100,100,A_real,0.0,hard,0,0.87
184,focused,2,100,100,A_real,0.0,easy,8,0.94
185,focused,2,100,100,A_real,0.0,neutral,10,0.91
186,focused,2,100,100,A_real,0.0,hard,7,0.82
187,focused,2,100,100,A_real,0.0,easy,1,0.93
188,focused,2,100,100,A_real,0.0,neutral,1,0.88
189,focused,2,100,100,A_real,0.0,hard,0,0.89
190,focused,2,100,100,A_real,0.0,easy,8,0.9
191,focused,2,100,100,A_real,0.0,neutral,9,0.94
192,focused,2,100,100,A_real,0.0,hard,4,0.8
193,focused,2,100,100,A_real,0.0,easy,2,0.9
194,focused,2,100,100,A_real,0.0,neutral,10,0.96
195,focused,2,100,100,A_real,0.0,hard,9,0.88
196,focused,2,100,100,A_real,0.0,easy,10,0.96
197,focused,2,100,100,A_real,0.0,neutral,9,0.89
198,focused,2,100,100,A_real,0.0,hard,3,0.76
199,focused,2,100,100,A_real,0.0,easy,1,0.92
200,focused,2,300,300,A_real,0.0,easy,6,0.8933333333333333
201,focused,2,300,300,A_real,0.0,neutral,8,0.9333333333333333
202,focused,2,300,300,A_real,0.0,hard,4,0.8166666666666667
203,focused,2,300,300,A_real,0.0,easy,5,0.94
204,focused,2,300,300,A_real,0.0,neutral,5,0.94
205,focused,2,300,300,A_real,0.0,hard,4,0.7866666666666666
206,focused,2,300,300,A_real,0.0,easy,10,0.95
207,focused,2,300,300,A_real,0.0,neutral,1,0.9566666666666667
208,focused,2,300,300,A_real,0.0,hard,0,0.86
209,focused,2,300,300,A_real,0.0,easy,2,0.8933333333333333
210,focused,2,300,300,A_real,0.0,neutral,5,0.9333333333333333
211,focused,2,300,300,A_real,0.0,hard,7,0.8666666666666667
212,focused,2,300,300,A_real,0.0,easy,1,0.95
213,focused,2,300,300,A_real,0.0,neutral,8,0.92
214,focused,2,300,300,A_real,0.0,hard,7,0.8266666666666667
215,focused,2,300,300,A_real,0.0,easy,6,0.9033333333333333
216,focused,2,300,300,A_real,0.0,neutral,6,0.9033333333333333
217,focused,2,300,300,A_real,0.0,hard,3,0.7866666666666666
218,focused,2,300,300,A_real,0.0,easy,1,0.9033333333333333
219,focused,2,300,300,A_real,0.0,neutral,9,0.8666666666666667
220,focused,2,300,300,A_real,0.0,hard,7,0.85
221,focused,2,300,300,A_real,0.0,easy,1,0.9266666666666666
222,focused,2,300,300,A_real,0.0,neutral,6,0.8833333333333333
223,focused,2,300,300,A_real,0.0,hard,7,0.8366666666666667
224,focused,2,300,300,A_real,0.0,easy,5,0.9633333333333334
225,focused,2,300,300,A_real,0.0,neutral,7,0.8066666666666666
226,focused,2,300,300,A_real,0.0,hard,3,0.7366666666666667
227,focused,2,300,300,A_real,0.0,easy,5,0.9433333333333334
228,focused,2,300,300,A_real,0.0,neutral,1,0.9733333333333334
229,focused,2,300,300,A_real,0.0,hard,3,0.7233333333333334
230,focused,2,300,300,A_real,0.0,easy,8,0.9266666666666666
231,focused,2,300,300,A_real,0.0,neutral,8,0.9033333333333333
232,focused,2,300,300,A_real,0.0,hard,3,0.75
233,focused,2,300,300,A_real,0.0,easy,8,0.9033333333333333
234,focused,2,300,300,A_real,0.0,neutral,9,0.89
235,focused,2,300,300,A_real,0.0,hard,7,0.8333333333333334
236,focused,2,300,300,A_real,0.0,easy,1,0.96
237,focused,2,300,300,A_real,0.0,neutral,3,0.7466666666666667
238,focused,2,300,300,A_real,0.0,hard,7,0.8133333333333334
239,focused,2,300,300,A_real,0.0,easy,1,0.95
240,focused,3,30,30,A_real,0.0,easy,2,0.7666666666666667
241,focused,3,30,30,A_real,0.0,neutral,3,0.43333333333333335
242,focused,3,30,30,A_real,0.0,hard,3,0.7333333333333333
243,focused,3,30,30,A_real,0.0,easy,5,0.9666666666666667
244,focused,3,30,30,A_real,0.0,neutral,4,0.7
245,focused,3,30,30,A_real,0.0,hard,4,0.8666666666666667
246,focused,3,30,30,A_real,0.0,easy,1,0.8333333333333334
247,focused,3,30,30,A_real,0.0,neutral,0,0.8666666666666667
248,focused,3,30,30,A_real,0.0,hard,4,0.8333333333333334
249,focused,3,30,30,A_real,0.0,easy,10,1.0
250,focused,3,30,30,A_real,0.0,neutral,10,1.0
251,focused,3,30,30,A_real,0.0,hard,7,0.7333333333333333
252,focused,3,30,30,A_real,0.0,easy,8,0.8333333333333334
253,focused,3,30,30,A_real,0.0,neutral,0,0.9
254,focused,3,30,30,A_real,0.0,hard,3,0.8
255,focused,3,30,30,A_real,0.0,easy,5,1.0
256,focused,3,30,30,A_real,0.0,neutral,3,0.7666666666666667
257,focused,3,30,30,A_real,0.0,hard,0,0.8666666666666667
258,focused,3,30,30,A_real,0.0,easy,6,0.9666666666666667
259,focused,3,30,30,A_real,0.0,neutral,6,0.9
260,focused,3,30,30,A_real,0.0,hard,3,0.7333333333333333
261,focused,3,30,30,A_real,0.0,easy,1,0.9666666666666667
262,focused,3,30,30,A_real,0.0,neutral,10,0.9333333333333333
263,focused,3,30,30,A_real,0.0,hard,3,0.7
264,focused,3,30,30,A_real,0.0,easy,2,0.9333333333333333
265,focused,3,30,30,A_real,0.0,neutral,7,0.7333333333333333
266,focused,3,30,30,A_real,0.0,hard,7,0.8
267,focused,3,30,30,A_real,0.0,easy,10,0.9333333333333333
268,focused,3,30,30,A_real,0.0,neutral,9,0.9
269,focused,3,30,30,A_real,0.0,hard,7,0.8666666666666667
270,focused,3,30,30,A_real,0.0,easy,1,1.0
271,focused,3,30,30,A_real,0.0,neutral,9,0.9
272,focused,3,30,30,A_real,0.0,hard,7,0.7
273,focused,3,30,30,A_real,0.0,easy,8,0.9333333333333333
274,focused,3,30,30,A_real,0.0,neutral,6,0.9666666666666667
275,focused,3,30,30,A_real,0.0,hard,4,0.8666666666666667
276,focused,3,30,30,A_real,0.0,easy,8,0.9666666666666667
277,focused,3,30,30,A_real,0.0,neutral,9,0.9
278,focused,3,30,30,A_real,0.0,hard,0,0.8333333333333334
279,focused,3,30,30,A_real,0.0,easy,8,0.8
280,focused,3,100,99,A_real,0.0,easy,1,0.9595959595959596
281,focused,3,100,99,A_real,0.0,neutral,10,0.9595959595959596
282,focused,3,100,99,A_real,0.0,hard,3,0.7575757575757576
283,focused,3,100,99,A_real,0.0,easy,10,0.9393939393939394
284,focused,3,100,99,A_real,0.0,neutral,5,0.9090909090909091
285,focused,3,100,99,A_real,0.0,hard,4,0.8686868686868687
286,focused,3,100,99,A_real,0.0,easy,2,0.9292929292929293
287,focused,3,100,99,A_real,0.0,neutral,5,0.9292929292929293
288,focused,3,100,99,A_real,0.0,hard,3,0.7474747474747475
289,focused,3,100,99,A_real,0.0,easy,6,0.8888888888888888
290,focused,3,100,99,A_real,0.0,neutral,0,0.8686868686868687
291,focused,3,100,99,A_real,0.0,hard,0,0.7878787878787878
292,focused,3,100,99,A_real,0.0,easy,5,0.9797979797979798
293,focused,3,100,99,A_real,0.0,neutral,1,0.9494949494949495
294,focused,3,100,99,A_real,0.0,hard,4,0.9090909090909091
295,focused,3,100,99,A_real,0.0,easy,8,0.8787878787878788
296,focused,3,100,99,A_real,0.0,neutral,1,0.9595959595959596
297,focused,3,100,99,A_real,0.0,hard,9,0.9292929292929293
298,focused,3,100,99,A_real,0.0,easy,1,0.9393939393939394
299,focused,3,100,99,A_real,0.0,neutral,2,0.7878787878787878
300,focused,3,100,99,A_real,0.0,hard,4,0.8686868686868687
301,focused,3,100,99,A_real,0.0,easy,6,0.898989898989899
302,focused,3,100,99,A_real,0.0,neutral,10,0.9292929292929293
303,focused,3,100,99,A_real,0.0,hard,0,0.7777777777777778
304,focused,3,100,99,A_real,0.0,easy,10,0.9191919191919192
305,focused,3,100,99,A_real,0.0,neutral,1,0.9393939393939394
306,focused,3,100,99,A_real,0.0,hard,4,0.7777777777777778
307,focused,3,100,99,A_real,0.0,easy,8,0.9090909090909091
308,focused,3,100,99,A_real,0.0,neutral,4,0.8383838383838383
309,focused,3,100,99,A_real,0.0,hard,3,0.7272727272727273
310,focused,3,100,99,A_real,0.0,easy,8,0.8383838383838383
311,focused,3,100,99,A_real,0.0,neutral,9,0.9090909090909091
312,focused,3,100,99,A_real,0.0,hard,4,0.8383838383838383
313,focused,3,100,99,A_real,0.0,easy,2,0.8484848484848485
314,focused,3,100,99,A_real,0.0,neutral,1,0.98989898989899
315,focused,3,100,99,A_real,0.0,hard,3,0.6565656565656566
316,focused,3,100,99,A_real,0.0,easy,1,0.9696969696969697
317,focused,3,100,99,A_real,0.0,neutral,1,0.9191919191919192
318,focused,3,100,99,A_real,0.0,hard,3,0.7878787878787878
319,focused,3,100,99,A_real,0.0,easy,2,0.898989898989899
320,focused,3,300,300,A_real,0.0,easy,6,0.8666666666666667
321,focused,3,300,300,A_real,0.0,neutral,5,0.9666666666666667
322,focused,3,300,300,A_real,0.0,hard,7,0.8466666666666667
323,focused,3,300,300,A_real,0.0,easy,8,0.94
324,focused,3,300,300,A_real,0.0,neutral,9,0.8866666666666667
325,focused,3,300,300,A_real,0.0,hard,9,0.87
326,focused,3,300,300,A_real,0.0,easy,5,0.9533333333333334
327,focused,3,300,300,A_real,0.0,neutral,8,0.96
328,focused,3,300,300,A_real,0.0,hard,4,0.84
329,focused,3,300,300,A_real,0.0,easy,1,0.9233333333333333
330,focused,3,300,300,A_real,0.0,neutral,3,0.72
331,focused,3,300,300,A_real,0.0,hard,3,0.7766666666666666
332,focused,3,300,300,A_real,0.0,easy,2,0.9033333333333333
333,focused,3,300,300,A_real,0.0,neutral,4,0.8
334,focused,3,300,300,A_real,0.0,hard,3,0.71
335,focused,3,300,300,A_real,0.0,easy,5,0.9533333333333334
336,focused,3,300,300,A_real,0.0,neutral,5,0.9366666666666666
337,focused,3,300,300,A_real,0.0,hard,9,0.9133333333333333
338,focused,3,300,300,A_real,0.0,easy,5,0.9466666666666667
339,focused,3,300,300,A_real,0.0,neutral,0,0.8533333333333334
340,focused,3,300,300,A_real,0.0,hard,4,0.8433333333333334
341,focused,3,300,300,A_real,0.0,easy,2,0.87
342,focused,3,300,300,A_real,0.0,neutral,3,0.7766666666666666
343,focused,3,300,300,A_real,0.0,hard,0,0.8533333333333334
344,focused,3,300,300,A_real,0.0,easy,8,0.9233333333333333
345,focused,3,300,300,A_real,0.0,neutral,10,0.92
346,focused,3,300,300,A_real,0.0,hard,3,0.7266666666666667
347,focused,3,300,300,A_real,0.0,easy,10,0.9466666666666667
348,focused,3,300,300,A_real,0.0,neutral,0,0.8166666666666667
349,focused,3,300,300,A_real,0.0,hard,3,0.7533333333333333
350,focused,3,300,300,A_real,0.0,easy,10,0.95
351,focused,3,300,300,A_real,0.0,neutral,1,0.9733333333333334
352,focused,3,300,300,A_real,0.0,hard,9,0.8866666666666667
353,focused,3,300,300,A_real,0.0,easy,8,0.9333333333333333
354,focused,3,300,300,A_real,0.0,neutral,4,0.8466666666666667
355,focused,3,300,300,A_real,0.0,hard,4,0.78
356,focused,3,300,300,A_real,0.0,easy,2,0.8833333333333333
357,focused,3,300,300,A_real,0.0,neutral,2,0.8833333333333333
358,focused,3,300,300,A_real,0.0,hard,9,0.9066666666666666
359,focused,3,300,300,A_real,0.0,easy,8,0.9266666666666666
360,focused,5,30,30,A_real,0.0,easy,6,0.8666666666666667
361,focused,5,30,30,A_real,0.0,neutral,8,1.0
362,focused,5,30,30,A_real,0.0,hard,7,0.8333333333333334
363,focused,5,30,30,A_real,0.0,easy,1,0.9666666666666667
364,focused,5,30,30,A_real,0.0,neutral,2,0.8666666666666667
365,focused,5,30,30,A_real,0.0,hard,7,0.9
366,focused,5,30,30,A_real,0.0,easy,5,0.9666666666666667
367,focused,5,30,30,A_real,0.0,neutral,10,0.9666666666666667
368,focused,5,30,30,A_real,0.0,hard,9,0.9333333333333333
369,focused,5,30,30,A_real,0.0,easy,8,0.9
370,focused,5,30,30,A_real,0.0,neutral,10,0.9666666666666667
371,focused,5,30,30,A_real,0.0,hard,3,0.7333333333333333
372,focused,5,30,30,A_real,0.0,easy,8,0.8
373,focused,5,30,30,A_real,0.0,neutral,8,0.9
374,focused,5,30,30,A_real,0.0,hard,3,0.8
375,focused,5,30,30,A_real,0.0,easy,1,0.9333333333333333
376,focused,5,30,30,A_real,0.0,neutral,6,0.8666666666666667
377,focused,5,30,30,A_real,0.0,hard,3,0.6333333333333333
378,focused,5,30,30,A_real,0.0,easy,8,0.8333333333333334
379,focused,5,30,30,A_real,0.0,neutral,7,0.9
380,focused,5,30,30,A_real,0.0,hard,4,0.8
381,focused,5,30,30,A_real,0.0,easy,6,0.9
382,focused,5,30,30,A_real,0.0,neutral,6,0.8333333333333334
383,focused,5,30,30,A_real,0.0,hard,0,0.8
384,focused,5,30,30,A_real,0.0,easy,1,0.9333333333333333
385,focused,5,30,30,A_real,0.0,neutral,3,0.6666666666666666
386,focused,5,30,30,A_real,0.0,hard,0,0.7333333333333333
387,focused,5,30,30,A_real,0.0,easy,1,0.9333333333333333
388,focused,5,30,30,A_real,0.0,neutral,2,0.8
389,focused,5,30,30,A_real,0.0,hard,7,0.9333333333333333
390,focused,5,30,30,A_real,0.0,easy,1,0.8
391,focused,5,30,30,A_real,0.0,neutral,1,1.0
392,focused,5,30,30,A_real,0.0,hard,0,0.7666666666666667
393,focused,5,30,30,A_real,0.0,easy,2,0.7666666666666667
394,focused,5,30,30,A_real,0.0,neutral,5,0.9
395,focused,5,30,30,A_real,0.0,hard,3,0.6333333333333333
396,focused,5,30,30,A_real,0.0,easy,2,0.8666666666666667
397,focused,5,30,30,A_real,0.0,neutral,3,0.7
398,focused,5,30,30,A_real,0.0,hard,3,0.7333333333333333
399,focused,5,30,30,A_real,0.0,easy,8,0.9
400,focused,5,100,100,A_real,0.0,easy,5,0.92
401,focused,5,100,100,A_real,0.0,neutral,6,0.91
402,focused,5,100,100,A_real,0.0,hard,9,0.88
403,focused,5,100,100,A_real,0.0,easy,5,0.99
404,focused,5,100,100,A_real,0.0,neutral,0,0.81
405,focused,5,100,100,A_real,0.0,hard,9,0.93
406,focused,5,100,100,A_real,0.0,easy,8,0.88
407,focused,5,100,100,A_real,0.0,neutral,4,0.85
408,focused,5,100,100,A_real,0.0,hard,9,0.86
409,focused,5,100,100,A_real,0.0,easy,1,0.97
410,focused,5,100,100,A_real,0.0,neutral,10,0.96
411,focused,5,100,100,A_real,0.0,hard,9,0.92
412,focused,5,100,100,A_real,0.0,easy,1,0.96
413,focused,5,100,100,A_real,0.0,neutral,5,0.99
414,focused,5,100,100,A_real,0.0,hard,7,0.84
415,focused,5,100,100,A_real,0.0,easy,6,0.89
416,focused,5,100,100,A_real,0.0,neutral,8,0.97
417,focused,5,100,100,A_real,0.0,hard,9,0.88
418,focused,5,100,100,A_real,0.0,easy,6,0.89
419,focused,5,100,100,A_real,0.0,neutral,4,0.8
420,focused,5,100,100,A_real,0.0,hard,4,0.81
421,focused,5,100,100,A_real,0.0,easy,8,0.91
422,focused,5,100,100,A_real,0.0,neutral,1,0.85
423,focused,5,100,100,A_real,0.0,hard,0,0.84
424,focused,5,100,100,A_real,0.0,easy,5,0.96
425,focused,5,100,100,A_real,0.0,neutral,10,0.93
426,focused,5,100,100,A_real,0.0,hard,3,0.78
427,focused,5,100,100,A_real,0.0,easy,8,0.88
428,focused,5,100,100,A_real,0.0,neutral,0,0.84
429,focused,5,100,100,A_real,0.0,hard,0,0.81
430,focused,5,100,100,A_real,0.0,easy,5,0.91
431,focused,5,100,100,A_real,0.0,neutral,10,0.93
432,focused,5,100,100,A_real,0.0,hard,7,0.83
433,focused,5,100,100,A_real,0.0,easy,1,0.94
434,focused,5,100,100,A_real,0.0,neutral,1,0.98
435,focused,5,100,100,A_real,0.0,hard,3,0.74
436,focused,5,100,100,A_real,0.0,easy,2,0.88
437,focused,5,100,100,A_real,0.0,neutral,4,0.83
438,focused,5,100,100,A_real,0.0,hard,4,0.81
439,focused,5,100,100,A_real,0.0,easy,5,0.94
440,focused,5,300,300,A_real,0.0,easy,10,0.9033333333333333
441,focused,5,300,300,A_real,0.0,neutral,2,0.8633333333333333
442,focused,5,300,300,A_real,0.0,hard,0,0.8433333333333334
443,focused,5,300,300,A_real,0.0,easy,5,0.95
444,focused,5,300,300,A_real,0.0,neutral,7,0.75
445,focused,5,300,300,A_real,0.0,hard,4,0.8433333333333334
446,focused,5,300,300,A_real,0.0,easy,1,0.9233333333333333
447,focused,5,300,300,A_real,0.0,neutral,9,0.87
